지점,account_name,industry_name,new_cluster,address_road,employee_count,found_website,emails
건대,(주)인콤,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,서울특별시 강동구 고덕비즈밸리로2가길,52.0,http://www.icomsoft.co.kr,se@icomsoft.co.kr; sales@icomsoft.co.kr
건대,(주)새길이엔시,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 송파대로,51.0,https://saegil.co.kr,
건대,주식회사 드림위더스,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 중대로23길,51.0,https://weseb.com,
건대,주식회사로프트아일랜드,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 올림픽로,51.0,https://viewtrap.com,
건대,(주)매머드커피아이앤씨,광고 대행업,Media/Entertain/Production,서울특별시 송파구 삼전로2길,51.0,https://career.axzcorp.com,careers@axzcorp.com
건대,주식회사씨케이앤비,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로8길,51.0,https://www.thefirstmedia.net,thefirst@thefirstmedia.net
건대,우덕회계법인,공인회계사업,Consulting/Professional Service,서울특별시 송파구 법원로11길,50.0,http://www.wdcpa.co.kr,
건대,오투스세무법인 서울분사무소,공인회계사업,Consulting/Professional Service,서울특별시 중랑구 사가정로,50.0,http://carmap.co.kr,
건대,웅비메디텍(주),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 송파대로,50.0,http://www.woongbee.com,
건대,시너지월드와이드코리아(주),상품 종합 도매업,Logistics/Trading,서울특별시 강동구 고덕비즈밸리로2가길,50.0,https://www.synergyworldwide.com,
건대,(주)에임드바이오,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 송파구 정의로,50.0,https://www.aimedbio.com,aimedbio@aimedbio.com
건대,(주)우리엔아이에스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로11길,50.0,http://www.woorinis.com,webmaster@woorinis.com
건대,(주)데일리팜,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 송파구 법원로,50.0,https://www.dailypharm.com,
건대,(주)제이니스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로,50.0,http://www.jness.co.kr,
건대,주식회사위즈베라,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 왕십리로6길,50.0,http://www.wizvera.com,
건대,주식회사 클라비,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,서울특별시 송파구 법원로,50.0,http://www.clabien.com,
건대,핌즈(주),응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 아차산로,50.0,http://www.kipost.net,admin@kipost.net
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
가디,,,,,,,
